Image: 0 values
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,128
127,128
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,128
127,128
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
126,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,129
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
127,127
128,127
128,127
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,129
127,129
127,129
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,129
127,129
127,129
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,129
127,129
127,129
128,127
128,127
128,127
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,128
127,129
127,129
127,129
********************
